"","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_1_facebook_likes","gross","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"1348",4,88,0,46,76,NA,2169,196,0,18,40000000,2014,47,6.4,NA,0
"1349",65,146,278,494,18000,50668906,76016,20516,0,265,38000000,1999,584,7.6,1.85,0
"1350",98,115,150,789,970,39177215,30667,3770,1,234,38000000,2002,919,5.6,2.35,0
"1351",116,123,7,692,931,40334024,44168,2912,3,216,35000000,2001,754,6.2,2.35,989
"1352",76,94,99,377,598,71038190,23473,3552,1,123,30000000,2015,557,4.4,1.85,8000
"1353",106,102,43,280,308,24044532,19686,1440,0,180,38000000,2001,285,5.6,1.85,689
"1354",55,98,11,466,854,22770864,8433,2765,1,85,38000000,2001,543,5.5,1.85,168
"1355",172,133,2000,541,40000,18653746,137722,42344,1,638,38000000,1999,903,6.7,2.35,0
"1356",47,118,150,182,24000,17305211,14066,24547,0,75,38000000,1996,210,6.1,2.35,352
"1357",107,105,65,108,628,16991902,34592,1265,0,191,57000000,2001,316,6.2,2.35,0
"1358",323,109,304,736,940,47536959,86955,3277,0,275,10000000,2009,906,7.3,1.85,12000
"1359",37,129,0,982,12000,10300000,17859,16237,4,89,38000000,1996,1000,6.6,2.35,911
"1360",297,109,0,145,957,13782838,258078,1757,0,911,15000000,1982,163,8.2,2.35,23000
"1361",302,127,123,904,14000,41997790,125305,17551,0,343,38000000,2013,924,6.4,2.35,39000
"1362",38,118,11,12,37,6482195,9740,74,1,81,37000000,1997,12,6.4,2.35,389
"1363",31,110,49,427,1000,623374,4757,2120,2,67,38000000,2001,569,5.2,2.35,474
"1364",118,90,27,260,13000,7871693,52908,15494,0,102,55000000,2008,2000,6.5,2.35,0
"1365",546,144,0,15,378,16377274,105144,427,31,405,32000000,2012,18,7.1,1.85,27000
"1366",21,97,2,217,4000,NA,6691,4900,2,28,38000000,2007,476,4.8,1.85,366
"1367",86,130,39,534,2000,9589875,16673,5162,0,45,40000000,2008,898,7.3,2.35,0
"1368",194,112,5,724,17000,34912982,55617,19974,0,266,38000000,2016,1000,5.2,2.35,14000
"1369",437,133,0,531,13000,109712885,146708,15106,1,362,35000000,2015,597,7.7,2.35,70000
"1370",378,150,0,206,10000,92173235,280228,14296,7,420,37000000,2010,4000,7.6,2.35,29000
"1371",170,110,52,651,10000,41102171,57266,13396,12,89,40000000,2012,2000,5.7,2.35,14000
"1372",341,96,1000,681,24000,60338891,248468,36093,0,545,37000000,2008,11000,7,1.85,0
"1373",139,96,3,35,18000,48006503,28109,18178,3,110,37000000,2008,82,6,2.35,0
"1374",393,123,2000,471,26000,26903709,312629,37206,0,475,38000000,2013,10000,8.1,2.35,83000
"1375",224,188,0,272,786,22450975,241030,1906,1,1437,37000000,1999,625,8,2.35,13000
"1376",203,107,0,574,13000,44867349,75347,14483,2,176,37000000,2010,642,5.6,2.35,0
"1377",148,110,11,591,2000,46813366,39440,4882,4,83,38000000,2016,756,6.1,2.35,15000
"1378",131,113,188,631,11000,72279690,17948,14209,5,86,37000000,2011,680,6.9,1.85,0
"1379",350,122,308,10000,17000,191449475,348007,44060,1,1535,37000000,2008,12000,5.2,2.35,19000
"1380",129,116,415,644,18000,71026631,98899,20970,1,394,36000000,2002,669,7,1.85,0
"1381",40,93,10,405,789,68208190,60572,2986,1,144,65000000,1999,744,6.3,1.85,0
"1382",289,118,43,651,740,150368971,316671,3425,4,301,37000000,2013,707,7,2.35,35000
"1383",14,115,35,30,463,NA,4387,599,0,21,29500000,2009,35,5.3,NA,240
"1384",72,93,84,263,551,50129186,38399,1874,0,218,36000000,1997,284,6.9,2.35,0
"1385",89,121,883,133,180,55500000,48636,762,3,214,36000000,1983,172,6.2,2.35,0
"1386",265,101,38,318,496,50213619,139184,1272,8,243,36000000,2010,390,6.4,1.85,12000
"1387",54,107,188,631,11000,42019483,6069,13904,0,33,36000000,2014,641,6.4,1.85,0
"1388",126,124,287,475,9000,23360779,31113,10838,0,212,34000000,2000,1000,5.7,2.35,852
"1389",110,109,473,582,14000,26183197,38348,16611,0,135,36000000,2003,919,6.1,2.35,0
"1390",138,105,488,13000,15000,20991497,39778,44037,1,172,37000000,2015,14000,5.4,1.85,11000
"1391",31,130,0,723,2000,13052741,8531,3968,0,57,36000000,1996,912,6.7,1.85,591
"1392",95,127,96,577,746,14378353,12375,2393,1,194,36000000,1999,602,6.8,2.35,846
"1393",267,114,101,2000,12000,33037754,75864,19904,1,197,37000000,2011,3000,6,2.35,23000
"1394",175,106,487,263,685,12339633,220591,1942,2,641,36000000,1997,485,7.8,2.35,17000
"1395",63,95,31,450,944,2954405,1977,2928,0,64,36000000,2000,886,5.3,1.85,133
"1396",85,81,16,387,541,30105968,8860,2268,0,45,37000000,2008,521,4.5,2.35,279
"1397",44,95,0,642,1000,37788228,15046,4537,1,80,35200000,2003,812,5.4,1.85,638
"1398",334,108,480,706,14000,277313371,583341,17623,3,626,35000000,2009,839,7.8,2.35,24000
"1399",78,105,25,51,461,2126511,21912,615,0,45,36000000,2015,79,7.2,2.35,12000
"1400",199,95,116,481,45000,205399422,181225,47203,1,784,33000000,1999,645,6.6,2.35,0
"1401",186,126,13000,488,920,251188924,269033,2725,0,817,35000000,1989,549,7.6,1.85,12000
"1402",77,102,596,785,877,1068392,3865,3497,0,53,36000000,2011,794,5.9,2.35,2000
"1403",68,121,503,94,808,144731527,128010,1446,2,136,35000000,1992,277,6.7,2.35,0
"1404",261,129,102,624,768,255950375,223127,3389,0,420,29000000,2009,734,7.7,1.85,38000
"1405",5,43,NA,452,778,NA,2185,2255,2,30,NA,NA,618,5.8,16,0
"1406",122,88,0,640,2000,112692062,84325,4499,0,205,35000000,2001,843,5.4,1.85,0
"1407",340,106,91,64,18000,117528646,353442,18669,5,387,35000000,2011,464,6.9,2.35,31000
"1408",493,110,1000,538,13000,171031347,240962,25964,0,724,38000000,2010,12000,7.7,2.35,36000
"1409",208,109,64,505,11000,124732962,286178,23923,0,631,35000000,2006,11000,6.8,2.35,0
"1410",134,143,338,643,12000,82300000,63330,16007,2,405,35000000,1979,664,6.4,2.35,0
"1411",275,120,91,680,4000,134455175,97664,5826,2,232,35000000,2013,904,5.7,2.35,17000
"1412",120,128,17000,387,22000,79100000,127503,24006,0,261,35000000,1991,1000,7.3,2.35,0
"1413",144,123,126,1000,18000,81159365,191470,25661,2,278,35000000,2008,5000,6.8,2.35,0
"1414",332,129,0,213,492,110008260,94241,1450,1,309,35000000,2015,392,6.3,2.35,25000
"1415",104,105,8,278,1000,67962333,33887,2689,2,160,35000000,2005,358,5.9,1.85,919
"1416",116,162,333,362,14000,78651430,142067,15912,0,457,27000000,1996,1000,7.4,1.85,0
"1417",177,138,161,210,18000,64604977,414219,19129,2,625,35000000,1997,398,8.3,2.35,11000
"1418",127,100,31,591,947,63939454,61321,2968,3,217,35000000,2005,742,6.2,2.35,0
"1419",83,90,0,945,19000,63826569,32416,23504,0,138,35000000,1997,957,6.3,1.85,0
"1420",97,108,79,25,900,60054449,61018,1715,0,140,35000000,1995,759,5.8,2.35,0
"1421",256,101,0,574,40000,26505000,149285,42918,1,668,1800000,1984,852,7.5,1.85,10000
"1422",225,109,763,311,812,61280963,79877,2474,1,677,33000000,2000,551,6.3,2.35,0
"1423",83,132,130,80,29000,56876365,125219,29265,1,244,35000000,1998,130,6.4,1.85,0
"1424",160,123,130,426,826,59699513,20827,2259,0,136,35000000,2010,638,7.2,2.35,0
"1425",191,87,14,691,11000,54132596,53786,16571,0,211,34000000,2007,4000,6.3,2.35,0
"1426",74,109,19,568,1000,52277485,32370,4231,1,196,35000000,2003,762,6.9,1.85,0
"1427",238,109,87,923,15000,55802754,270228,20956,2,194,35000000,2011,3000,6.6,2.35,41000
"1428",177,92,89,190,17000,55291815,28041,17860,0,111,35000000,2016,329,6,2.35,0
"1429",405,125,102,825,15000,83299761,117719,19809,2,306,35000000,2013,2000,7.5,2.35,39000
"1430",61,202,0,318,18000,48169908,63923,20143,0,156,33000000,1992,848,7.7,1.85,0
"1431",285,134,0,120,529,67523385,104005,1050,2,248,35000000,2012,130,6.2,2.35,18000
"1432",124,88,12,931,49000,49474048,31191,53370,2,120,35000000,2009,1000,5.4,1.85,0
"1433",164,92,148,227,978,45802315,119974,2184,1,169,35000000,2009,593,6.6,2.35,0
"1434",120,91,42,766,49000,43792641,32157,52566,3,119,35000000,2007,838,5.3,2.35,913
"1435",90,75,221,553,11000,57651794,40651,13125,2,209,33000000,2006,970,5.6,1.85,0
"1436",120,98,30,664,944,43894863,25883,4879,2,262,30000000,2005,940,5.9,2.35,0
"1437",117,147,179,646,40000,41954997,225122,56014,2,234,35000000,1997,14000,7.8,2.35,0
"1438",226,100,545,766,14000,39532308,198701,17902,0,1138,33000000,2002,2000,6.7,1.85,0
"1439",223,120,365,723,887,76600000,105446,3876,0,321,10700000,1982,770,7.4,2.35,11000
"1440",193,104,1000,939,24000,39692139,84131,41701,1,400,35000000,2004,15000,6.2,1.85,0
"1441",228,103,212,248,15000,40687294,107772,16249,1,398,35000000,2008,552,5.4,2.35,0
"1442",360,109,487,3000,20000,37553932,304318,34011,2,463,40000000,2011,10000,6.7,2.35,52000
"1443",148,104,16,584,1000,37481242,40654,3356,0,97,35000000,2010,700,5.3,2.35,0
"1444",128,112,42,196,969,39026186,48019,2371,4,153,35000000,2011,826,5.9,1.85,13000
"1445",3,60,NA,628,897,NA,1641,3438,4,11,NA,NA,637,7,NA,265
"1446",46,95,19,447,1000,33422806,30771,2643,1,164,50000000,2001,691,4.8,2.35,0
"1447",40,102,23,57,288,NA,16323,677,1,91,NA,1976,257,7.3,1.85,0
"1448",63,102,133,690,2000,33423521,53115,5443,1,282,35000000,1994,1000,3.8,2.35,0
"1449",193,150,2000,95,396,32519322,497946,1075,0,761,35000000,2002,338,8.5,1.85,21000
"1450",208,122,117,140,40000,31598308,124765,41636,1,541,35000000,2001,1000,6.8,2.35,0
"1451",122,101,308,206,446,37617947,8143,966,0,203,30000000,2006,224,6.8,2.35,0
"1452",228,108,174,324,730,32048809,94456,2178,0,576,30000000,2005,716,5.3,1.85,0
"1453",212,98,0,23,20000,33987757,168314,28027,2,903,27000000,2004,8000,7.3,1.85,12000
"1454",392,137,16000,363,29000,37304950,102728,36258,0,279,35000000,2011,6000,6.6,2.35,16000
"1455",208,112,192,844,1000,30691439,86205,3185,0,232,35000000,2008,915,6.2,2.35,5000
"1456",137,101,48,531,775,30307804,43991,3001,2,695,35000000,2002,541,5.2,2.35,0
"1457",119,103,81,636,2000,30669413,105478,4722,0,291,35000000,1990,683,6.2,1.37,0
"1458",195,101,40,398,2000,28687835,40964,3612,1,245,35000000,2008,648,6.2,2.35,0
"1459",95,112,37,480,3000,26494611,48621,5709,0,239,35000000,1999,874,6.6,2.35,0
"1460",100,111,24,455,591,NA,38017,2603,1,247,20000000,1980,488,6.4,2.35,12000
"1461",164,102,0,769,939,25266129,54346,3592,5,358,35000000,2004,854,6.2,2.35,0
"1462",211,101,357,374,907,25863915,28257,2471,0,151,35000000,2012,445,5.1,2.35,11000
"1463",91,155,16000,229,18000,25078937,31751,19689,2,216,30000000,1997,461,6.6,1.85,0
"1464",44,93,8,558,22000,NA,16193,24154,1,57,19000000,2015,1000,6.1,2.35,0
"1465",97,109,24,167,287,28995450,19230,855,5,59,35000000,2010,175,6.1,2.35,0
"1466",32,140,0,210,436,24276500,17124,1394,2,68,35000000,1992,263,6.6,2.35,949
"1467",270,108,251,296,826,20981633,78256,2351,0,492,30000000,2008,716,5.9,2.35,0
"1468",89,96,13,973,11000,22913677,47800,17292,1,244,35000000,2004,1000,6.3,1.85,0
"1469",219,123,15,745,10000,34531832,44788,13371,0,138,35000000,2015,979,7.1,2.35,23000
"1470",180,106,309,63,327,28064226,65044,561,1,173,35000000,2011,73,5,2.35,13000
"1471",93,76,2,72,1000,19447478,15788,1908,0,80,35000000,2005,766,5.6,1.85,538
"1472",173,107,161,549,21000,19389454,54643,22974,5,335,55000000,2000,826,7.4,2.35,0
"1473",121,82,82,418,1000,25871834,52052,3266,6,173,35000000,2008,642,4.5,1.85,0
"1474",298,109,90,344,1000,19692608,63548,2073,3,134,35000000,2013,412,6.2,2.35,0
"1475",158,99,0,520,1000,19294901,26126,2535,0,325,35000000,2005,573,5,2.35,0
"1476",248,91,192,346,23000,20275446,95274,24669,0,178,35000000,2012,1000,6.5,2.35,20000
"1477",155,87,98,253,472,34507079,34948,1679,2,118,35000000,2015,328,5.1,2.35,0
"1478",105,125,159,39,3000,18306166,28130,3142,2,215,35000000,2002,61,6.5,2.35,0
"1479",224,118,138,458,26000,17609982,90046,28479,0,141,35000000,2013,968,6.2,2.35,17000
"1480",129,98,12,663,4000,16831505,51842,9330,1,173,31000000,2004,4000,6.3,2.35,0
"1481",101,92,16,734,3000,17596256,12399,6327,1,84,35000000,2010,1000,3.8,1.85,0
"1482",145,93,0,174,465,NA,11482,1361,1,82,30000000,2012,351,5.2,1.85,0
"1483",57,116,170,136,14000,NA,23351,14744,1,178,27000000,1983,192,6,2.35,0
"1484",227,92,0,10000,11000,14998070,41170,32875,3,298,35000000,2007,10000,6.2,2.35,0
"1485",13,115,468,150,605,14587732,4795,1290,3,39,35000000,1991,367,5.7,2.35,452
"1486",171,120,52,134,553,18317151,55630,1082,1,200,35000000,2007,214,6.7,2.35,0
"1487",119,111,529,505,18000,11405825,28542,19805,3,208,35000000,2001,826,6.8,2.35,0
"1488",44,94,10,141,694,13264986,12077,1668,2,162,35000000,2001,605,6,1.85,433
"1489",188,100,212,919,2000,10991381,44931,5890,1,100,35000000,2009,1000,7.3,2.35,0
"1490",166,101,57,230,1000,10268846,31918,1947,1,142,35000000,2009,603,5.5,2.35,0
"1491",584,139,0,687,11000,13303319,136367,13021,0,975,32000000,2011,1000,6.7,1.85,39000
"1492",67,91,85,105,635,10076136,11512,1352,0,141,35000000,1998,316,4.8,2.35,471
"1493",233,109,453,120,1000,10499968,47498,1458,3,212,35000000,2014,206,5.7,1.85,10000
"1494",112,102,241,127,13000,7659747,14962,14165,1,204,38000000,2003,891,5.1,1.85,704
"1495",151,103,189,766,3000,7948159,48999,6563,1,280,35000000,2008,967,6,2.35,0
"1496",63,83,12,690,2000,11631245,15015,5022,5,113,35000000,2006,826,4.2,1.85,494
"1497",335,123,0,6,23000,10137502,77394,23031,0,195,35000000,2015,22,7.4,2.35,24000
"1498",24,101,31,448,690,6448817,2189,1993,0,31,35000000,1997,457,4.6,2.35,0
"1499",147,117,0,567,883,7458269,70698,3611,1,196,35000000,2006,883,6.9,2.35,9000
"1500",51,60,NA,256,2000,NA,70568,3823,1,105,NA,NA,729,8.6,16,20000
"1501",10,114,503,697,2000,4651977,10410,4334,3,71,35000000,1992,864,6.9,2.35,892
"1502",12,330,138,672,848,4496583,23181,3227,2,129,35000000,1993,674,8,1.66,6000
"1503",50,121,55,918,1000,2221994,11747,3125,1,99,35000000,1997,1000,6.4,2.35,561
"1504",149,114,0,115,548,6592103,28584,1005,1,232,35000000,2002,298,6.3,1.85,675
"1505",24,156,278,249,695,NA,9852,1573,0,55,35000000,1980,279,8.4,2.35,0
"1506",28,135,22,45,837,1877179,4885,1508,1,25,NA,1995,541,7.1,2.35,262
"1507",95,148,0,0,3,630779,11101,5,0,159,35000000,1999,2,6.8,2.35,633
"1508",288,148,0,7,30,5100937,68885,50,0,127,NA,2010,9,7.5,2.35,29000
"1509",10,109,596,282,621,NA,2138,1980,3,15,NA,2015,525,4.5,NA,677
"1510",58,93,18,324,4000,NA,28848,5377,2,76,32000000,2006,820,5.7,2.35,0
"1511",NA,NA,194,816,970,NA,219,3874,0,NA,23000000,2009,856,7.2,NA,26
"1512",297,113,47,129,988,102413606,310903,1783,0,524,34000000,2014,149,6.8,2.35,38000
"1513",90,91,31,141,1000,10214013,23072,1564,2,89,35000000,2015,249,5.4,2.35,0
"1514",56,139,17000,94,554,32000000,36267,1068,3,150,30000000,1993,382,7.2,2.35,0
"1515",274,96,0,1000,20000,10139254,190990,24640,0,915,35000000,2006,1000,7.3,1.85,23000
"1516",68,102,3,239,372,11227940,8367,1274,0,94,34000000,1999,248,5.2,2.35,120
"1517",98,96,165,566,12000,183125,36914,14978,1,86,35000000,2012,774,5.5,2.35,0
"1518",256,101,6000,2,6,15081783,85589,13,0,144,34000000,2008,3,7.7,1.85,0
"1519",117,128,88,954,989,37432299,50041,3386,0,116,34000000,2015,970,7.1,2.35,23000
"1520",107,109,7,1000,40000,10654581,45497,52621,0,260,34000000,1999,9000,5.3,1.85,1000
"1521",52,114,46,292,818,6543194,3740,1778,1,61,34000000,2000,649,5.6,2.35,314
"1522",135,105,125,2000,18000,13101142,23916,23122,5,50,35000000,2012,2000,5.7,2.35,0
"1523",211,141,56,38,113,8324748,21223,301,1,108,35000000,2013,98,7.1,2.35,13000
"1524",57,195,631,521,635,NA,16255,2291,0,127,35000000,1981,631,7.5,1.85,0
"1525",81,138,0,574,10000,141340178,181879,14619,0,319,40000000,1992,2000,7.6,2.35,0
"1526",107,101,43,655,2000,51758599,27580,5942,0,232,33000000,2001,1000,5.5,2.35,742
"1527",100,99,67,330,826,117559438,66941,1790,1,148,30000000,2000,436,5.1,1.85,1000
"1528",60,85,0,11,324,4091,4265,369,0,16,34000000,2013,15,6.3,2.35,0
"1529",195,89,21,48,614,21426805,49312,843,0,211,30000000,2011,150,4.9,2.35,0
"1530",121,99,35,433,3000,35057332,45394,4863,0,72,33000000,2012,594,6.5,2.35,19000
"1531",285,105,160,491,852,34014398,115649,2604,0,1033,33000000,2006,521,5.6,2.35,4000
"1532",103,97,10,178,18000,28927720,22220,18688,0,181,33000000,2000,223,5.3,1.85,463
"1533",192,140,36,336,669,33682273,124242,2114,1,622,33000000,2004,403,6.5,2.35,4000
"1534",90,118,41,577,722,4280577,50919,2859,0,114,10000000,2005,580,6.8,2.35,0
"1535",258,94,132,317,26000,17120019,83097,27759,2,134,30000000,2012,828,6.5,2.35,12000
"1536",56,124,179,551,11000,8406264,24826,13093,3,175,38000000,1999,617,6,2.35,783
"1537",197,134,37,504,11000,309125409,681857,13649,0,647,32500000,1983,1000,8.4,2.35,14000
"1538",254,113,197,43,165,10955425,62770,391,1,396,30000000,2008,107,6,2.35,0
"1539",299,124,335,50,14000,34180954,189812,14504,0,370,32000000,2008,388,7.6,1.85,15000
"1540",163,98,136,833,1000,17225675,62198,4151,2,139,NA,2012,945,5.6,1.85,0
"1541",152,97,4000,8000,22000,173381405,147597,43354,1,395,33000000,2003,11000,6.9,1.85,21000
"1542",53,123,226,796,3000,104632573,63839,5975,1,118,32000000,1996,941,6.4,2.35,0
"1543",67,99,32,521,773,81150692,20219,2916,1,100,35000000,2002,664,5.1,1.85,0
"1544",88,101,503,1000,13000,60328558,61396,18734,1,159,32000000,1988,1000,7,1.85,11000
"1545",163,92,100,327,678,80197993,65551,1729,1,441,32000000,2006,635,5.7,1.85,0
"1546",371,131,176,460,722,169076745,218711,3229,6,485,32500000,2011,655,6.8,2.35,27000
"1547",418,107,133,9000,17000,101470202,310540,38751,6,669,32000000,2013,11000,6.7,2.35,97000
"1548",131,103,9,573,826,50041732,54390,3004,0,398,29000000,1999,724,6.2,2.35,0
"1549",98,129,88,975,22000,48814909,89424,36069,0,224,32000000,2000,9000,7.2,2.35,0
"1550",119,107,34,1000,23000,57744720,46961,31529,5,132,20000000,2010,4000,6.2,2.35,0
"1551",133,89,16,2000,49000,21784432,37493,74181,8,108,35000000,2013,22000,5.6,2.35,0
"1552",88,113,14,534,918,37911876,19671,3500,2,47,32000000,2011,845,4.4,2.35,0
"1553",522,93,0,355,15000,54696902,379462,16034,3,571,32000000,2011,491,7.5,1.85,56000
"1554",43,120,155,240,344,36733909,38949,2054,3,112,32000000,1993,242,7.1,1.85,0
"1555",224,98,541,897,8000,35063732,164608,10938,1,383,32000000,2007,912,6.4,2.35,10000
"1556",122,105,0,223,716,99462,11347,1843,1,28,33000000,2013,648,7.1,2.35,5000
"1557",56,142,14000,642,16000,NA,25193,20201,5,217,35000000,1979,1000,5.9,2.35,2000
"1558",75,98,61,83,649,32701088,10018,1400,1,108,32000000,2005,579,6.9,2.35,0
"1559",441,96,0,882,10000,31493782,186606,12754,1,1125,32000000,2005,917,7.5,1.85,0
"1560",163,87,255,810,26000,43095600,156267,29050,1,340,32000000,2005,1000,6.3,2.35,0
"1561",63,107,0,159,29000,18636537,69197,29743,0,216,32000000,1995,165,6.4,1.85,0
"1562",90,90,29,142,638,17848322,18771,961,1,102,28000000,2004,160,5.9,2.35,702
"1563",163,121,17000,245,12000,16640210,53028,13040,0,382,55000000,1999,368,6.8,2.35,0
"1564",197,119,238,447,1000,13763130,87768,2925,0,187,32000000,2010,561,6.3,2.35,12000
"1565",93,107,26,535,889,10956379,21506,3274,0,364,35000000,2007,618,3.6,2.35,0
"1566",15,110,278,179,3000,4357000,5176,3864,3,30,30000000,1996,359,5.3,1.85,350
"1567",260,100,35,7000,12000,22525921,60596,32094,4,158,30000000,2013,10000,5.9,2.35,13000
"1568",18,75,10,826,3000,3562749,5600,7394,0,49,32000000,1997,2000,6.9,1.33,643
"1569",70,132,0,876,13000,2899970,8039,16878,2,161,32000000,1999,898,6.9,2.35,625
"1570",183,105,0,308,845,1304837,21481,2355,2,175,32000000,2006,552,6.1,1.66,559
"1571",12,93,0,239,330,NA,3088,1073,4,31,32000000,2004,239,5.7,2.35,290
"1572",261,289,0,3000,11000,78800000,450676,25313,1,983,31500000,1979,10000,8.5,2.35,19000
"1573",167,102,8,472,839,17797316,50523,2961,0,113,32000000,2010,730,6.3,2.35,0
"1574",42,143,65,320,975,82528097,30230,2223,1,154,6500000,1995,345,7.3,2.35,0
"1575",130,113,34,24,10000,14268533,17319,10910,2,100,31500000,2016,877,6.3,2.35,0
"1576",66,161,521,184,11000,87100000,52339,12518,0,200,31000000,1985,920,7.2,1.85,0
"1577",449,138,0,874,18000,93749203,264047,20952,0,491,31000000,2012,984,7.3,2.35,64000
"1578",121,126,43,177,244,62700000,69534,1008,2,294,34000000,1979,202,6.3,2.35,0
"1579",536,99,0,670,13000,59073773,475518,15082,0,644,25000000,2014,1000,8.1,1.37,149000
"1580",135,101,96,442,12000,24185781,30339,13811,1,268,31000000,2001,495,6.9,2.35,0
"1581",74,103,155,125,687,53133888,50389,1440,0,136,31000000,1990,151,6.3,1.85,0
"1582",168,118,40,617,2000,44983704,81866,4045,0,510,31000000,2000,702,7.3,2.35,0
"1583",464,116,176,322,783,118099659,69790,2097,4,1211,144000000,2016,370,5.5,2.35,62000
"1584",204,99,0,816,26000,58879132,66123,40312,4,219,31000000,2015,12000,6.1,2.35,28000
"1585",96,105,188,482,848,72077000,62986,3439,4,150,30250000,1995,808,6.9,1.85,0
"1586",223,113,252,90,539,170684505,172080,813,0,1017,45000000,2002,151,7.2,1.85,0
"1587",112,93,221,781,12000,163479795,161858,26760,0,289,34200000,1999,11000,6.4,1.85,0
"1588",142,108,6,1000,3000,145096820,200260,7872,0,431,30000000,2001,1000,6.4,1.85,0
"1589",166,74,487,802,15000,191796233,623757,19046,1,391,30000000,1995,1000,8.3,1.85,0
"1590",114,116,101,780,18000,121248145,260981,20966,0,373,25000000,1994,946,7.2,2.35,0
"1591",214,104,23,281,17000,125014030,145852,18322,0,164,30000000,2012,359,6.8,2.35,32000
"1592",126,106,12,946,11000,11854694,14281,17560,2,64,31000000,2010,3000,6.5,1.85,0
"1593",157,120,132,1000,33000,115648585,160776,54877,1,402,30000000,2000,18000,7.8,2.35,0
"1594",104,135,323,495,826,122012643,143696,2575,1,241,30000000,1990,692,7.6,2.35,0
"1595",304,132,304,898,15000,116631310,87665,20035,0,323,30000000,2013,1000,7.2,1.85,41000
"1596",191,92,43,936,989,114324072,185338,4730,0,392,20000000,2004,939,6.7,2.35,0
"1597",55,99,188,436,1000,113502246,96607,3696,0,125,38000000,1991,1000,6.8,1.85,5000
"1598",59,90,176,460,531,108360000,160321,2203,0,178,30000000,1995,461,6.3,2.35,0
"1599",108,111,0,529,11000,108244774,94049,13645,2,301,37000000,2001,995,6.2,1.85,0
"1600",50,103,37,452,944,105444419,31817,3143,3,117,26000000,1996,893,6.2,1.85,0
"1601",216,127,21000,360,11000,100125340,1023511,22678,0,1080,33000000,1995,11000,8.6,2.35,39000
"1602",472,112,662,107,2000,115646235,531737,2639,0,1262,30000000,2009,433,8,1.85,22000
"1603",89,87,47,217,19000,85416609,58906,20097,0,186,30000000,2004,542,7,1.85,0
"1604",229,138,16000,262,616,90135191,338415,1942,0,935,25000000,2003,541,8,2.35,12000
"1605",268,132,16000,567,16000,100422786,482064,28830,1,1106,30000000,2004,11000,8.1,2.35,14000
"1606",145,103,11000,636,22000,106694016,123940,24333,2,337,30000000,1999,979,6.7,1.85,0
"1607",177,123,415,545,33000,64286,396396,34495,0,1111,29000000,2004,638,7.9,2.35,57000
"1608",175,111,98,71,2000,76806312,124501,2978,1,154,30000000,2008,805,6.1,2.35,0
"1609",131,102,23,635,1000,79566871,31760,4516,2,140,30000000,2009,1000,4.2,1.85,0
"1610",41,78,0,786,971,76501438,8146,4527,0,49,30000000,2000,844,6.1,1.85,181
"1611",30,132,0,252,769,74787599,12549,1936,1,109,30000000,1991,713,6.6,1.85,883
"1612",57,133,380,918,12000,66528842,112175,26388,2,329,30000000,1994,11000,7.5,1.85,11000
"1613",391,108,655,940,24000,83813460,270238,35209,0,452,25000000,2009,10000,7.4,1.85,19000
"1614",217,125,729,322,442,65010106,107557,1556,1,612,30000000,2002,344,7.2,1.85,0
"1615",452,98,129,7,303,66359959,184641,337,0,326,35000000,2013,18,6.9,2.35,81000
"1616",589,119,0,502,23000,66468315,428916,37387,0,667,30000000,2012,13000,7.4,2.35,75000
"1617",61,87,129,560,979,64172251,19079,2911,1,122,30000000,2001,891,5.4,1.85,602
"1618",79,91,108,204,405,66600000,94435,1185,0,182,30000000,1995,368,6.8,1.85,5000
"1619",234,100,64,329,11000,63536011,34258,19420,2,178,30000000,2012,7000,6.3,2.35,0
"1620",253,118,89,344,15000,62877175,217507,16758,1,325,30000000,2008,975,7.2,1.85,0
"1621",51,44,NA,690,971,NA,42746,3418,1,257,NA,NA,741,8.7,1.78,0
"1622",123,109,309,482,1000,74484168,109894,2740,3,340,45000000,2005,654,6.9,2.35,0
"1623",145,99,5,966,2000,60269340,34079,6930,2,97,30000000,2008,1000,6,1.85,0
"1624",65,114,0,545,970,60033780,18973,2860,1,162,30000000,1998,631,5.9,1.85,0
"1625",152,89,56,545,11000,58715510,79094,13794,2,129,30000000,2009,826,5.4,1.85,0
"1626",94,95,65,246,506,58156435,37479,1266,3,152,19000000,2004,316,5.9,2.35,0
"1627",119,98,56,533,3000,56044241,122187,6742,1,339,37000000,2004,2000,6.1,1.85,0
"1628",487,94,11000,183,617,56816662,301149,1289,1,509,17000000,2011,204,7.7,1.85,78000
"1629",121,85,7,691,14000,64238770,19547,18795,0,64,42000000,2014,3000,5.8,1.85,0
"1630",147,124,47,877,40000,52937130,198066,43453,1,426,30000000,2001,1000,7.6,2.35,13000
"1631",85,131,43,362,18000,52799004,28942,19815,0,223,55000000,1999,652,6.1,2.35,0
"1632",98,107,0,643,12000,55210049,43743,14710,1,293,27800000,1989,664,5.4,2.35,0
"1633",39,99,13,837,1000,51432423,15074,3679,7,72,30000000,2002,889,5.1,1.85,1000
"1634",43,83,88,348,3000,51109400,76850,4767,5,85,30000000,1994,459,6.4,1.85,1000
"1635",108,131,46,433,1000,50300000,68565,2943,2,300,30000000,1985,439,6.3,2.35,0
